RECTYPE,ALPHAIND,LEA,ESTAB,URN,SCHNAME,ADDRESS1,ADDRESS2,ADDRESS3,TOWN,PCODE,TELNUM,PCON_CODE,PCON_NAME,URN_AC,SCHNAME_AC,OPEN_AC,NFTYPE,ICLOSE,RELDENOM,AGERANGE,TAB15,TAB1618,TOTPUPS,TPUPYEAR,TELIG,BELIG,GELIG,PBELIG,PGELIG,TKS1AVERAGE,TKS1GROUP_L,PTKS1GROUP_L,TKS1GROUP_M,PTKS1GROUP_M,TKS1GROUP_H,PTKS1GROUP_H,TKS1GROUP_NA,PTKS1GROUP_NA,TFSM6CLA1A,PTFSM6CLA1A,TNOTFSM6CLA1A,PTNOTFSM6CLA1A,TEALGRP2,PTEALGRP2,TMOBN,PTMOBN,PTRWM_EXP,PTRWM_HIGH,READPROG,READPROG_LOWER,READPROG_UPPER,READCOV,WRITPROG,WRITPROG_LOWER,WRITPROG_UPPER,WRITCOV,MATPROG,MATPROG_LOWER,MATPROG_UPPER,MATCOV,PTREAD_EXP,PTREAD_HIGH,PTREAD_AT,READ_AVERAGE,PTGPS_EXP,PTGPS_HIGH,PTGPS_AT,GPS_AVERAGE,PTMAT_EXP,PTMAT_HIGH,PTMAT_AT,MAT_AVERAGE,PTWRITTA_EXP,PTWRITTA_HIGH,PTWRITTA_WTS,PTWRITTA_AD,PTSCITA_EXP,PTSCITA_AD,PTRWM_EXP_B,PTRWM_EXP_G,PTRWM_EXP_L,PTRWM_EXP_M,PTRWM_EXP_H,PTRWM_EXP_FSM6CLA1A,PTRWM_EXP_NotFSM6CLA1A,DIFFN_RWM_EXP,PTRWM_EXP_EAL,PTRWM_EXP_MOBN,PTRWM_HIGH_B,PTRWM_HIGH_G,PTRWM_HIGH_L,PTRWM_HIGH_M,PTRWM_HIGH_H,PTRWM_HIGH_FSM6CLA1A,PTRWM_HIGH_NotFSM6CLA1A,DIFFN_RWM_HIGH,PTRWM_HIGH_EAL,PTRWM_HIGH_MOBN,READPROG_B,READPROG_B_LOWER,READPROG_B_UPPER,READPROG_G,READPROG_G_LOWER,READPROG_G_UPPER,READPROG_L,READPROG_L_LOWER,READPROG_L_UPPER,READPROG_M,READPROG_M_LOWER,READPROG_M_UPPER,READPROG_H,READPROG_H_LOWER,READPROG_H_UPPER,READPROG_FSM6CLA1A,READPROG_FSM6CLA1A_LOWER,READPROG_FSM6CLA1A_UPPER,READPROG_NotFSM6CLA1A,READPROG_NotFSM6CLA1A_LOWER,READPROG_NotFSM6CLA1A_UPPER,DIFFN_READPROG,READPROG_EAL,READPROG_EAL_LOWER,READPROG_EAL_UPPER,READPROG_MOBN,READPROG_MOBN_LOWER,READPROG_MOBN_UPPER,WRITPROG_B,WRITPROG_B_LOWER,WRITPROG_B_UPPER,WRITPROG_G,WRITPROG_G_LOWER,WRITPROG_G_UPPER,WRITPROG_L,WRITPROG_L_LOWER,WRITPROG_L_UPPER,WRITPROG_M,WRITPROG_M_LOWER,WRITPROG_M_UPPER,WRITPROG_H,WRITPROG_H_LOWER,WRITPROG_H_UPPER,WRITPROG_FSM6CLA1A,WRITPROG_FSM6CLA1A_LOWER,WRITPROG_FSM6CLA1A_UPPER,WRITPROG_NotFSM6CLA1A,WRITPROG_NotFSM6CLA1A_LOWER,WRITPROG_NotFSM6CLA1A_UPPER,DIFFN_WRITPROG,WRITPROG_EAL,WRITPROG_EAL_LOWER,WRITPROG_EAL_UPPER,WRITPROG_MOBN,WRITPROG_MOBN_LOWER,WRITPROG_MOBN_UPPER,MATPROG_B,MATPROG_B_LOWER,MATPROG_B_UPPER,MATPROG_G,MATPROG_G_LOWER,MATPROG_G_UPPER,MATPROG_L,MATPROG_L_LOWER,MATPROG_L_UPPER,MATPROG_M,MATPROG_M_LOWER,MATPROG_M_UPPER,MATPROG_H,MATPROG_H_LOWER,MATPROG_H_UPPER,MATPROG_FSM6CLA1A,MATPROG_FSM6CLA1A_LOWER,MATPROG_FSM6CLA1A_UPPER,MATPROG_NotFSM6CLA1A,MATPROG_NotFSM6CLA1A_LOWER,MATPROG_NotFSM6CLA1A_UPPER,DIFFN_MATPROG,MATPROG_EAL,MATPROG_EAL_LOWER,MATPROG_EAL_UPPER,MATPROG_MOBN,MATPROG_MOBN_LOWER,MATPROG_MOBN_UPPER,READ_AVERAGE_B,READ_AVERAGE_G,READ_AVERAGE_L,READ_AVERAGE_M,READ_AVERAGE_H,READ_AVERAGE_FSM6CLA1A,READ_AVERAGE_NotFSM6CLA1A,READ_AVERAGE_EAL,READ_AVERAGE_MOBN,MAT_AVERAGE_B,MAT_AVERAGE_G,MAT_AVERAGE_L,MAT_AVERAGE_M,MAT_AVERAGE_H,MAT_AVERAGE_FSM6CLA1A,MAT_AVERAGE_NotFSM6CLA1A,MAT_AVERAGE_EAL,MAT_AVERAGE_MOBN,GPS_AVERAGE_B,GPS_AVERAGE_G,GPS_AVERAGE_L,GPS_AVERAGE_M,GPS_AVERAGE_H,GPS_AVERAGE_FSM6CLA1A,GPS_AVERAGE_NotFSM6CLA1A,GPS_AVERAGE_EAL,GPS_AVERAGE_MOBN,PTREAD_EXP_L,PTREAD_EXP_M,PTREAD_EXP_H,PTREAD_EXP_FSM6CLA1A,PTREAD_EXP_NotFSM6CLA1A,PTGPS_EXP_L,PTGPS_EXP_M,PTGPS_EXP_H,PTGPS_EXP_FSM6CLA1A,PTGPS_EXP_NotFSM6CLA1A,PTMAT_EXP_L,PTMAT_EXP_M,PTMAT_EXP_H,PTMAT_EXP_FSM6CLA1A,PTMAT_EXP_NotFSM6CLA1A,PTWRITTA_EXP_L,PTWRITTA_EXP_M,PTWRITTA_EXP_H,PTWRITTA_EXP_FSM6CLA1A,PTWRITTA_EXP_NotFSM6CLA1A,PTREAD_HIGH_L,PTREAD_HIGH_M,PTREAD_HIGH_H,PTREAD_HIGH_FSM6CLA1A,PTREAD_HIGH_NotFSM6CLA1A,PTGPS_HIGH_L,PTGPS_HIGH_M,PTGPS_HIGH_H,PTGPS_HIGH_FSM6CLA1A,PTGPS_HIGH_NotFSM6CLA1A,PTMAT_HIGH_L,PTMAT_HIGH_M,PTMAT_HIGH_H,PTMAT_HIGH_FSM6CLA1A,PTMAT_HIGH_NotFSM6CLA1A,PTWRITTA_HIGH_L,PTWRITTA_HIGH_M,PTWRITTA_HIGH_H,PTWRITTA_HIGH_FSM6CLA1A,PTWRITTA_HIGH_NotFSM6CLA1A,TEALGRP1,PTEALGRP1,TEALGRP3,PTEALGRP3,TSENELE,PSENELE,TSENELK,PSENELK,TSENELEK,PSENELEK,TELIG_24,PTFSM6CLA1A_24,PTNOTFSM6CLA1A_24,PTRWM_EXP_24,PTRWM_HIGH_24,PTRWM_EXP_FSM6CLA1A_24,PTRWM_HIGH_FSM6CLA1A_24,PTRWM_EXP_NotFSM6CLA1A_24,PTRWM_HIGH_NotFSM6CLA1A_24,READPROG_24,READPROG_LOWER_24,READPROG_UPPER_24,WRITPROG_24,WRITPROG_LOWER_24,WRITPROG_UPPER_24,MATPROG_24,MATPROG_LOWER_24,MATPROG_UPPER_24,READ_AVERAGE_24,MAT_AVERAGE_24,TELIG_23,PTFSM6CLA1A_23,PTNOTFSM6CLA1A_23,PTRWM_EXP_23,PTRWM_HIGH_23,PTRWM_EXP_FSM6CLA1A_23,PTRWM_HIGH_FSM6CLA1A_23,PTRWM_EXP_NotFSM6CLA1A_23,PTRWM_HIGH_NotFSM6CLA1A_23,READPROG_23,READPROG_LOWER_23,READPROG_UPPER_23,WRITPROG_23,WRITPROG_LOWER_23,WRITPROG_UPPER_23,MATPROG_23,MATPROG_LOWER_23,MATPROG_UPPER_23,READ_AVERAGE_23,MAT_AVERAGE_23,TELIG_3YR,PTRWM_EXP_3YR,PTRWM_HIGH_3YR,READ_AVERAGE_3YR,MAT_AVERAGE_3YR,READPROG_UNADJUSTED,WRITPROG_UNADJUSTED,MATPROG_UNADJUSTED,READPROG_DESCR,WRITPROG_DESCR,MATPROG_DESCR
1,11256,873,2018,110612,Harston and Newton Community Primary School,High Street,Harston,,Cambridge,CB22 7PX,,E14001481,South Cambridgeshire,151048,Harston and Newton Primary School,20250101,CY,0,Does not apply,4-11,0,0,117,15,16,7,9,44%,56%,,,,,,,,,,3,19%,13,81%,4,25%,14,88%,75%,6%,,,,,,,,,,,,,94%,69%,0%,111,100%,69%,0%,114,100%,69%,0%,110,75%,13%,25%,0%,88%,0%,57%,89%,,,,SUPP,SUPP,SUPP,SUPP,79%,14%,0%,,,,SUPP,SUPP,SUPP,SUPP,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,113,,,,SUPP,SUPP,SUPP,112,111,109,,,,SUPP,SUPP,SUPP,111,113,115,,,,SUPP,SUPP,SUPP,115,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,12,75%,0,0%,0,0%,1,6%,1,6%,19,21%,79%,74%,0%,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,110,109,22,27%,73%,64%,14%,50%,0%,69%,19%,5.0,2.4,7.6,-0.1,-2.6,2.4,3.7,1.2,6.2,109,107,57,70%,7%,110,108
1,27592,873,2008,139555,The Shade Primary School,The Shade,Soham,,Ely,CB7 5DE,01353886880,E14001224,Ely and East Cambridgeshire,0,,,AC,0,Does not apply,2-11,0,0,267,31,31,17,14,55%,45%,,,,,,,,,,7,23%,24,77%,5,16%,28,90%,55%,13%,,,,,,,,,,,,,81%,45%,0%,107,81%,35%,0%,107,81%,35%,0%,107,65%,13%,26%,0%,94%,0%,35%,79%,,,,57%,54%,-12,SUPP,57%,18%,7%,,,,0%,17%,-11,SUPP,14%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,109,,,,105,108,SUPP,108,108,105,,,,106,107,SUPP,107,106,107,,,,104,107,SUPP,107,,,,57%,88%,,,,57%,88%,,,,71%,83%,,,,57%,67%,,,,14%,54%,,,,14%,42%,,,,14%,42%,,,,0%,17%,26,84%,0,0%,3,10%,3,10%,6,19%,29,24%,76%,24%,0%,0%,0%,32%,0%,,,,,,,,,,103,101,29,10%,90%,59%,7%,SUPP,SUPP,SUPP,SUPP,2.3,0.0,4.6,-1.5,-3.8,0.7,-0.7,-2.9,1.5,107,103,89,46%,7%,106,104
1,19632,873,2031,110616,Over Primary School,Long Furlong,Over,,Cambridge,CB24 5PG,01954273332,E14001512,St Neots and Mid Cambridgeshire,0,,,CY,0,Does not apply,4-11,0,0,208,34,33,17,16,52%,48%,,,,,,,,,,8,24%,25,76%,3,9%,29,88%,21%,0%,,,,,,,,,,,,,73%,18%,0%,103,73%,15%,0%,103,61%,15%,0%,102,27%,0%,39%,0%,79%,0%,29%,13%,,,,13%,24%,-56,SUPP,21%,0%,0%,,,,0%,0%,-11,SUPP,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,101,,,,97,105,SUPP,104,106,98,,,,98,103,SUPP,103,105,101,,,,98,104,SUPP,103,,,,38%,84%,,,,50%,80%,,,,50%,64%,,,,13%,32%,,,,13%,20%,,,,13%,16%,,,,0%,20%,,,,0%,0%,30,91%,0,0%,0,0%,3,9%,3,9%,29,24%,76%,31%,0%,0%,0%,41%,0%,,,,,,,,,,104,101,42,12%,88%,48%,7%,SUPP,SUPP,SUPP,SUPP,0.0,-2.0,1.9,-2.5,-4.4,-0.6,-4.0,-5.8,-2.2,106,102,104,35%,3%,105,102
1,20140,873,2033,110617,Pendragon Community Primary School,Varrier-Jones Drive,Papworth Everard,,Cambridge,CB23 3XQ,01480830267,E14001512,St Neots and Mid Cambridgeshire,0,,,CY,0,Does not apply,4-11,0,0,315,49,49,21,28,43%,57%,,,,,,,,,,8,16%,41,84%,5,10%,48,98%,55%,6%,,,,,,,,,,,,,76%,29%,0%,105,67%,18%,0%,105,65%,20%,0%,104,65%,12%,22%,0%,80%,0%,43%,64%,,,,0%,66%,-69,SUPP,56%,5%,7%,,,,0%,7%,-11,SUPP,6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,108,,,,101,106,SUPP,105,102,105,,,,97,105,SUPP,104,102,107,,,,100,105,SUPP,105,,,,63%,78%,,,,50%,71%,,,,38%,71%,,,,13%,76%,,,,13%,32%,,,,0%,22%,,,,0%,24%,,,,0%,15%,44,90%,0,0%,4,8%,6,12%,10,20%,54,15%,85%,54%,6%,13%,0%,61%,7%,,,,,,,,,,105,104,60,12%,88%,51%,3%,29%,0%,54%,4%,-0.4,-2.1,1.2,-0.5,-2.0,1.1,-2.6,-4.1,-1.1,106,102,163,53%,5%,105,103
1,32652,873,2040,142810,Wisbech St Mary CofE Academy,Church Road,Wisbech St Mary,,Wisbech,PE13 4RJ,01945410312,E14001390,North East Cambridgeshire,0,,,AC,0,Church of England,2-11,0,0,207,29,29,15,14,52%,48%,,,,,,,,,,11,38%,18,62%,2,7%,25,86%,79%,24%,,,,,,,,,,,,,90%,52%,0%,111,76%,34%,0%,108,86%,38%,0%,108,79%,24%,10%,0%,83%,0%,80%,79%,,,,64%,89%,-5,SUPP,84%,7%,43%,,,,9%,33%,-2,SUPP,28%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,112,,,,109,112,SUPP,111,106,110,,,,104,109,SUPP,108,105,111,,,,107,109,SUPP,109,,,,73%,100%,,,,64%,83%,,,,64%,100%,,,,64%,89%,,,,18%,72%,,,,36%,33%,,,,27%,44%,,,,9%,33%,27,93%,0,0%,3,10%,5,17%,8,28%,27,37%,63%,81%,4%,70%,0%,88%,6%,,,,,,,,,,110,107,24,46%,54%,96%,8%,91%,9%,100%,8%,8.8,6.3,11.3,1.5,-0.9,4.0,5.3,2.9,7.7,115,110,80,85%,13%,111,108
1,10732,873,2042,142811,Guilden Morden CofE Primary Academy,Pound Green,Guilden Morden,,Nr Royston,SG8 0JZ,01763852318,E14001481,South Cambridgeshire,0,,,AC,0,Church of England,2-11,0,0,59,4,4,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,,,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,SUPP,SUPP,SUPP,,SUPP,SUPP,SUPP,,,,SUPP,SUPP,SUPP,,SUPP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUPP,SUPP,,,,SUPP,SUPP,,SUPP,SUPP,SUPP,,,,SUPP,SUPP,,SUPP,SUPP,SUPP,,,,SUPP,SUPP,,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,,,SUPP,SUPP,,,,,,,,,,SUPP,SUPP,6,17%,83%,50%,0%,SUPP,SUPP,SUPP,SUPP,-6.3,-11.4,-1.3,-3.3,-8.2,1.5,-5.5,-10.3,-0.8,101,102,11,50%,0%,100,99
1,5984,873,2065,110631,Coates Primary School,The Fold,Coates,Whittlesey,Peterborough,PE7 2BP,01733840527,E14001390,North East Cambridgeshire,0,,,CY,0,Does not apply,5-11,0,0,203,31,30,10,20,33%,67%,,,,,,,,,,8,27%,22,73%,1,3%,25,83%,47%,7%,,,,,,,,,,,,,60%,17%,0%,103,53%,13%,0%,102,73%,17%,0%,104,70%,10%,30%,0%,83%,0%,50%,45%,,,,38%,50%,-31,SUPP,48%,10%,5%,,,,0%,9%,-11,SUPP,8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,104,,,,103,103,SUPP,103,105,104,,,,102,105,SUPP,104,99,103,,,,102,102,SUPP,102,,,,63%,59%,,,,63%,50%,,,,63%,77%,,,,63%,73%,,,,13%,18%,,,,13%,14%,,,,13%,18%,,,,13%,9%,29,97%,0,0%,1,3%,7,23%,8,27%,26,46%,54%,62%,8%,58%,8%,64%,7%,,,,,,,,,,104,105,33,36%,64%,58%,6%,42%,8%,67%,5%,-0.2,-2.3,1.9,2.6,0.6,4.7,1.3,-0.7,3.3,104,104,89,55%,7%,104,105
1,9984,873,2067,145553,Gorefield Primary Academy,69 High Road,Gorefield,,Wisbech,PE13 4NB,01945870321,E14001390,North East Cambridgeshire,0,,,AC,0,Does not apply,4-11,0,0,100,15,14,7,7,50%,50%,,,,,,,,,,3,21%,11,79%,0,0%,13,93%,29%,0%,,,,,,,,,,,,,57%,21%,0%,102,50%,7%,0%,101,29%,0%,0%,97,50%,0%,50%,0%,100%,0%,29%,29%,,,,SUPP,SUPP,SUPP,,31%,0%,0%,,,,SUPP,SUPP,SUPP,,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,104,,,,SUPP,SUPP,,101,98,96,,,,SUPP,SUPP,,97,99,102,,,,SUPP,SUPP,,100,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,14,100%,0,0%,0,0%,5,36%,5,36%,16,13%,88%,63%,6%,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,107,103,10,40%,60%,70%,10%,SUPP,SUPP,SUPP,SUPP,-5.3,-9.2,-1.4,-2.5,-6.2,1.2,-4.1,-7.8,-0.5,105,105,40,53%,5%,104,101
1,15096,873,2072,136670,Leverington Primary Academy,104 Church Road,Leverington,,Wisbech,PE13 5DE,01945584915,E14001390,North East Cambridgeshire,0,,,ACC,0,Does not apply,4-11,0,0,199,30,30,13,17,43%,57%,,,,,,,,,,13,43%,17,57%,1,3%,27,90%,63%,7%,,,,,,,,,,,,,83%,40%,0%,106,67%,30%,0%,105,77%,23%,0%,105,70%,7%,27%,0%,83%,0%,69%,59%,,,,38%,82%,-31,SUPP,70%,8%,6%,,,,8%,6%,-3,SUPP,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,106,,,,106,107,SUPP,107,105,105,,,,103,106,SUPP,106,107,104,,,,102,107,SUPP,105,,,,77%,88%,,,,62%,71%,,,,69%,82%,,,,54%,82%,,,,31%,47%,,,,8%,47%,,,,23%,24%,,,,8%,6%,29,97%,0,0%,2,7%,5,17%,7,23%,30,30%,70%,57%,3%,56%,0%,57%,5%,,,,,,,,,,104,105,27,41%,59%,67%,4%,45%,0%,81%,6%,2.6,0.2,5.0,1.6,-0.7,3.9,1.5,-0.7,3.8,106,104,87,62%,5%,106,105
1,15534,873,2074,110637,Littleport Community Primary School,Parsons Lane,Littleport,,Ely,CB6 1JT,01353860235,E14001224,Ely and East Cambridgeshire,0,,,CY,0,Does not apply,4-11,0,0,398,58,58,20,38,34%,66%,,,,,,,,,,22,38%,36,62%,11,19%,52,90%,64%,0%,,,,,,,,,,,,,83%,31%,0%,107,67%,22%,0%,105,71%,12%,0%,103,67%,0%,24%,0%,78%,0%,60%,66%,,,,55%,69%,-14,55%,69%,0%,0%,,,,0%,0%,-11,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,107,,,,106,107,104,107,103,103,,,,102,103,101,103,103,105,,,,104,105,103,105,,,,73%,89%,,,,64%,69%,,,,64%,75%,,,,59%,72%,,,,18%,39%,,,,9%,31%,,,,5%,17%,,,,0%,0%,47,81%,0,0%,1,2%,13,22%,14,24%,61,31%,69%,62%,7%,42%,0%,71%,10%,,,,,,,,,,107,104,59,32%,68%,46%,3%,42%,0%,48%,5%,-0.3,-1.9,1.3,-3.6,-5.2,-2.0,-1.1,-2.6,0.4,104,102,178,57%,3%,106,103
1,16418,873,2099,149098,Marleigh Primary Academy,Marleigh Avenue,,,Cambridge,CB5 8BG,01223618081,E14001481,South Cambridgeshire,0,,,F,0,None,3-11,0,0,150,10,10,6,4,60%,40%,,,,,,,,,,2,20%,8,80%,3,30%,9,90%,60%,10%,,,,,,,,,,,,,60%,20%,0%,103,70%,50%,0%,108,60%,40%,0%,103,70%,20%,30%,0%,80%,0%,67%,SUPP,,,,SUPP,SUPP,SUPP,SUPP,67%,17%,SUPP,,,,SUPP,SUPP,SUPP,SUPP,11%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,SUPP,,,,SUPP,SUPP,SUPP,104,109,SUPP,,,,SUPP,SUPP,SUPP,105,111,SUPP,,,,SUPP,SUPP,SUPP,109,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,7,70%,0,0%,1,10%,2,20%,3,30%,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,18,44%,11%,102,102
1,4180,873,2101,150374,Burrowmoor Primary Academy,Burrowmoor Road,,,March,PE15 9RP,01354652330,E14001390,North East Cambridgeshire,0,,,ACC,0,None,2-11,0,0,345,45,44,27,17,61%,39%,,,,,,,,,,16,36%,28,64%,8,18%,33,75%,32%,0%,,,,,,,,,,,,,55%,14%,2%,100,39%,16%,2%,99,43%,7%,2%,98,59%,7%,41%,0%,89%,0%,30%,35%,,,,13%,43%,-56,38%,33%,0%,0%,,,,0%,0%,-11,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,102,,,,97,102,99,101,98,96,,,,94,99,102,98,98,102,,,,98,100,100,100,,,,25%,71%,,,,25%,46%,,,,31%,50%,,,,56%,61%,,,,6%,18%,,,,6%,21%,,,,6%,7%,,,,0%,11%,36,82%,0,0%,4,9%,10,23%,14,32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,NA,NA
1,4852,873,2206,143871,Cavalry Primary School,Cavalry Drive,,,March,PE15 9EQ,01354652814,E14001390,North East Cambridgeshire,0,,,ACC,0,Does not apply,3-11,0,0,405,56,54,31,23,57%,43%,,,,,,,,,,17,31%,37,69%,10,19%,53,98%,54%,0%,,,,,,,,,,,,,65%,26%,0%,102,61%,17%,0%,102,65%,19%,0%,102,65%,2%,30%,0%,72%,2%,61%,43%,,,,41%,59%,-28,50%,53%,0%,0%,,,,0%,0%,-11,0%,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,101,,,,102,102,102,102,104,99,,,,101,102,103,102,102,101,,,,102,102,104,101,,,,65%,65%,,,,65%,59%,,,,59%,68%,,,,53%,70%,,,,24%,27%,,,,18%,16%,,,,12%,22%,,,,0%,3%,44,81%,0,0%,3,6%,15,28%,18,33%,61,30%,70%,54%,7%,39%,6%,60%,7%,,,,,,,,,,105,105,61,34%,66%,39%,0%,33%,0%,43%,0%,-2.0,-3.6,-0.4,-0.7,-2.2,0.8,-2.4,-3.9,-1.0,102,100,176,49%,2%,103,102
1,8840,873,2208,110676,Fenstanton and Hilton Primary School,School Lane,Fenstanton,,Huntingdon,PE28 9JR,01480375055,E14001512,St Neots and Mid Cambridgeshire,0,,,CY,0,Does not apply,4-11,0,0,224,26,26,18,8,69%,31%,,,,,,,,,,3,12%,23,88%,1,4%,25,96%,35%,0%,,,,,,,,,,,,,77%,31%,0%,105,69%,8%,0%,103,73%,12%,4%,104,35%,0%,54%,0%,85%,0%,28%,50%,,,,SUPP,SUPP,SUPP,SUPP,36%,0%,0%,,,,SUPP,SUPP,SUPP,SUPP,0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,109,,,,SUPP,SUPP,SUPP,105,104,104,,,,SUPP,SUPP,SUPP,104,102,104,,,,SUPP,SUPP,SUPP,102,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,25,96%,0,0%,1,4%,4,15%,5,19%,35,26%,74%,57%,6%,11%,0%,73%,8%,,,,,,,,,,107,104,37,14%,86%,54%,5%,SUPP,SUPP,SUPP,SUPP,2.1,0.0,4.2,0.7,-1.4,2.7,1.6,-0.4,3.6,105,104,98,50%,4%,106,104
1,33296,873,2240,110703,Wyton on the Hill Community Primary School,Cambridge Square,Wyton-on-the-Hill,,Huntingdon,PE28 2JB,01480572995,E14001298,Huntingdon,0,,,CY,0,Does not apply,4-11,0,0,130,19,18,10,8,56%,44%,,,,,,,,,,3,17%,15,83%,4,22%,15,83%,39%,6%,,,,,,,,,,,,,61%,22%,0%,104,61%,11%,0%,103,67%,28%,0%,105,56%,6%,28%,0%,83%,0%,40%,38%,,,,SUPP,SUPP,SUPP,SUPP,40%,10%,0%,,,,SUPP,SUPP,SUPP,SUPP,7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,105,,,,SUPP,SUPP,SUPP,104,104,105,,,,SUPP,SUPP,SUPP,104,103,103,,,,SUPP,SUPP,SUPP,102,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,,,,SUPP,SUPP,14,78%,0,0%,1,6%,6,33%,7,39%,19,21%,79%,53%,0%,SUPP,SUPP,SUPP,SUPP,,,,,,,,,,104,106,27,19%,81%,56%,4%,SUPP,SUPP,SUPP,SUPP,-2.9,-5.4,-0.4,0.7,-1.7,3.0,-0.7,-3.0,1.6,101,102,64,50%,3%,102,104
